,frequência,local,magnitude
260,1118.0,838.2,27825.22662715139
261,1118.5,890.1,27829.526140601418
262,1119.0,852.2,27833.824506082645
263,1119.5,852.2,27838.121726609377
264,112.0,864.1,5732.272787620614
265,112.5,838.2,5759.843062699192
266,1120.0,852.3,27842.417805413676
267,1120.5,852.2,27846.712745793244
268,1121.0,852.2,27851.00655097814
269,1121.5,852.2,27855.299224064158
270,1122.0,852.2,27859.590768452817
271,1122.5,852.2,27863.881187194664
272,1123.0,864.1,27868.170483595328
273,1123.5,838.2,27872.4586608493
274,1124.0,852.2,27876.745722152547
275,1124.5,852.3,27881.031670745826
276,1125.0,890.1,27885.316509763295
277,1125.5,864.1,27889.600242593704
278,1126.0,852.3,27893.882872314985
279,1126.5,864.1,27898.16440218515
280,1127.0,852.3,27902.44483541019
281,1127.5,852.3,27906.72417519456
282,1128.0,852.3,27911.00242469037
283,1128.5,852.3,27915.27958721989
284,1129.0,838.2,27919.55566581196
285,1129.5,890.1,27923.830663890385
286,113.0,852.3,5787.4174107928775
287,113.5,838.2,5814.9954101045805
288,1130.0,852.3,27928.10458452777
289,1130.5,838.2,27932.377430961016
290,1131.0,864.1,27936.649206390302
291,1131.5,890.1,27940.919914010392
292,1132.0,890.1,27945.18955702172
293,1132.5,838.2,27949.45813867214
294,1133.0,890.2,27953.725662183646
295,1133.5,890.1,27957.992130609156
296,1134.0,838.2,27962.25754723521
297,1134.5,890.1,27966.521915345336
298,1135.0,890.1,27970.785238086763
299,1135.5,890.1,27975.047518665873
300,1136.0,890.1,27979.308760122032
301,1136.5,890.2,27983.56896564509
302,1137.0,890.1,27987.828138910998
303,1137.5,890.1,27992.086282575547
304,1138.0,890.1,27996.343400159385
305,1138.5,890.1,28000.599494642654
306,1139.0,890.1,28004.8545694492
307,1139.5,890.1,28009.10862742609
308,114.0,838.2,5842.576642909805
309,114.5,838.2,5870.160694382404
310,1140.0,890.1,28013.361672080402
311,1140.5,852.2,28017.61370654113
312,1141.0,890.1,28021.86473384618
313,1141.5,890.1,28026.114757521344
314,1142.0,890.1,28030.36378029886
315,1142.5,890.1,28034.611805721383
316,1143.0,890.1,28038.8588369748
317,1143.5,890.3,28043.104876996797
318,1144.0,890.1,28047.34992926738
319,1144.5,890.1,28051.5939967188
320,1145.0,890.2,28055.837082781083
321,1145.5,890.3,28060.079190463908
322,1146.0,890.1,28064.320323085944
323,1146.5,890.3,28068.560483836965
324,1147.0,890.1,28072.799675735725
325,1147.5,890.3,28077.0379021118
326,1148.0,890.1,28081.27516614939
327,1148.5,890.1,28085.511471037073
328,1149.0,890.1,28089.746820005174
329,1149.5,890.1,28093.981216129323
330,115.0,838.2,5897.74715362469
331,115.5,838.2,5925.335613187418
332,1150.0,890.1,28098.214662533206
333,1150.5,890.1,28102.447162766985
334,1151.0,890.1,28106.678719613225
335,1151.5,890.1,28110.909336421573
336,1152.0,890.1,28115.139016479556
337,1152.5,890.1,28119.367762858856
338,1153.0,890.1,28123.59557867985
339,1153.5,890.1,28127.822467345366
340,1154.0,890.1,28132.048431908148
341,1154.5,890.1,28136.273475505885
342,1155.0,890.1,28140.497601390296
343,1155.5,890.1,28144.72081283054
344,1156.0,890.1,28148.94311283872
345,1156.5,890.1,28153.16450483302
346,1157.0,890.1,28157.38499183029
347,1157.5,890.1,28161.60457710683
348,1158.0,890.1,28165.82326368135
349,1158.5,890.1,28170.041054903228
350,1159.0,890.1,28174.257954024626
351,1159.5,890.1,28178.473964062145
352,116.0,890.1,5952.925669093352
353,116.5,890.2,5980.516920543283
354,1160.0,890.1,28182.6890883311
355,1160.5,890.1,28186.90332987701
356,1161.0,890.1,28191.116692084423
357,1161.5,890.1,28195.329178072003
358,1162.0,890.1,28199.54079099849
359,1162.5,890.1,28203.751533978357
360,1163.0,890.1,28207.961410391184
361,1163.5,890.1,28212.17042328363
362,1164.0,890.1,28216.37857586089
363,1164.5,890.1,28220.585871489668
364,1165.0,890.1,28224.79231301938
365,1165.5,890.1,28228.997904036474
366,1166.0,890.1,28233.20264739886
367,1166.5,890.1,28237.406546439575
368,1167.0,890.3,28241.609604462185
369,1167.5,890.1,28245.81182451873
370,1168.0,890.1,28250.01320979315
371,1168.5,890.1,28254.213763585536
372,1169.0,890.1,28258.413489035567
373,1169.5,890.1,28262.612389336104
374,117.0,890.2,6008.108970785171
375,117.5,890.1,6035.701425950381
376,1170.0,890.1,28266.810467666255
377,1170.5,890.1,28271.00772719356
378,1171.0,890.1,28275.204171335186
379,1171.5,890.1,28279.399802976335
380,1172.0,890.1,28283.594625509337
381,1172.5,890.1,28287.78864210688
382,1173.0,890.1,28291.981855926817
383,1173.5,890.1,28296.174270302196
384,1174.0,890.1,28300.36588816812
385,1174.5,890.1,28304.55671307032
386,1175.0,890.1,28308.74674790226
387,1175.5,890.1,28312.935996031287
388,1176.0,890.1,28317.124460646486
389,1176.5,890.1,28321.312144903844
390,1177.0,890.1,28325.499052023075
391,1177.5,890.1,28329.685185321843
392,1178.0,890.1,28333.870547865896
393,1178.5,890.1,28338.05514283306
394,1179.0,890.1,28342.23897368804
395,1179.5,890.1,28346.42204328937
396,118.0,890.1,6063.293895481155
397,118.5,890.2,6090.885992699232
398,1180.0,890.1,28350.604355170948
399,1180.5,890.1,28354.785912274525
400,1181.0,890.1,28358.966717989697
401,1181.5,890.1,28363.14677551996
402,1182.0,890.3,28367.326087983834
403,1182.5,890.3,28371.50465866214
404,1183.0,890.1,28375.68249075623
405,1183.5,890.1,28379.859587438874
406,1184.0,890.1,28384.035952038867
407,1184.5,890.1,28388.211587699207
408,1185.0,890.1,28392.386497638396
409,1185.5,890.1,28396.56068512585
410,1186.0,890.1,28400.73415333077
411,1186.5,890.1,28404.906905538508
412,1187.0,890.1,28409.078944929308
413,1187.5,890.1,28413.25027467628
414,1188.0,890.1,28417.420898114044
415,1188.5,890.1,28421.590818499408
416,1189.0,890.1,28425.760038777964
417,1189.5,890.1,28429.928562485402
418,119.0,890.1,6118.477333920805
419,119.5,890.3,6146.06753895531
420,1190.0,890.1,28434.096392700194
421,1190.5,890.1,28438.263532751494
422,1191.0,890.1,28442.429985894283
423,1191.5,890.1,28446.59575520621
424,1192.0,890.1,28450.760844051227
425,1192.5,890.1,28454.925255659728
426,1193.0,890.1,28459.088993187408
427,1193.5,890.1,28463.252059990416
428,1194.0,890.1,28467.41445918285
429,1194.5,890.1,28471.576194079254
430,1195.0,890.1,28475.73726791795
431,1195.5,890.1,28479.897683980584
432,1196.0,890.1,28484.05744542807
433,1196.5,890.1,28488.216555579293
434,1197.0,890.1,28492.37501771049
435,1197.5,890.1,28496.53283499785
436,1198.0,890.1,28500.690010682458
437,1198.5,890.1,28504.84654804893
438,1199.0,890.1,28509.002450489774
439,1199.5,890.1,28513.15772107317
440,120.0,838.2,6173.65623072168
441,120.5,838.2,6201.2430357978865
442,1200.0,890.1,28517.31236304521
443,1200.5,890.1,28521.466379821675
444,1201.0,890.1,28525.619774484952
445,1201.5,890.1,28529.772550483332
446,1202.0,890.1,28533.924711021496
447,1202.5,890.1,28538.07625923171
448,1203.0,890.1,28542.227198624674
449,1203.5,890.1,28546.377532325645
450,1204.0,890.1,28550.527263578133
451,1204.5,890.1,28554.67639559427
452,1205.0,890.1,28558.824931971245
453,1205.5,890.1,28562.97287555036
454,1206.0,890.1,28567.12022988787
455,1206.5,890.1,28571.266998277926
456,1207.0,890.1,28575.413183859808
457,1207.5,890.1,28579.55879001248
458,1208.0,890.1,28583.703819992756
459,1208.5,890.1,28587.848277115303
460,1209.0,890.1,28591.992164637068
461,1209.5,890.1,28596.1354857623
462,121.0,890.1,6228.827583518364
463,121.5,890.1,6256.409507104987
464,1210.0,890.1,28600.278244043566
465,1210.5,890.1,28604.42044259107
466,1211.0,890.1,28608.56208465037
467,1211.5,890.1,28612.70317366391
468,1212.0,890.1,28616.843712744452
469,1212.5,890.1,28620.98370543297
470,1213.0,890.1,28625.123154866746
471,1213.5,890.1,28629.262064401086
472,1214.0,890.1,28633.40043737778
473,1214.5,890.1,28637.53827716609
474,1215.0,890.1,28641.675586792735
475,1215.5,890.1,28645.812369855998
476,1216.0,890.1,28649.9486295682
477,1216.5,890.1,28654.084369303448
478,1217.0,890.1,28658.21959237258
479,1217.5,890.1,28662.35430212244
480,1218.0,890.1,28666.488501722415
481,1218.5,890.1,28670.62219477673
482,1219.0,890.1,28674.75538418085
483,1219.5,890.1,28678.888073791102
484,122.0,890.1,6283.988442441827
485,122.5,890.2,6311.5640288150435
486,1220.0,890.1,28683.020266628268
487,1220.5,890.1,28687.151966108904
488,1221.0,864.1,28691.283175535067
489,1221.5,890.1,28695.413898354436
490,1222.0,890.1,28699.544137722587
491,1222.5,890.1,28703.673897134206
492,1223.0,890.1,28707.803179893726
493,1223.5,890.1,28711.931989439974
494,1224.0,890.1,28716.060328982592
495,1224.5,890.1,28720.188202022073
496,1225.0,890.1,28724.31561172511
497,1225.5,890.1,28728.44256169907
498,1226.0,890.1,28732.569055170952
499,1226.5,890.1,28736.695095487055
500,1227.0,890.1,28740.820686075458
501,1227.5,890.1,28744.9458302242
502,1228.0,890.1,28749.070531435827
503,1228.5,890.1,28753.194792887425
504,1229.0,864.1,28757.318618304533
505,1229.5,890.1,28761.44201069787
506,123.0,890.2,6339.135908928131
507,123.5,890.1,6366.703728478545
508,1230.0,890.1,28765.564973717323
509,1230.5,864.1,28769.68751057551
510,1231.0,890.1,28773.809624802896
511,1231.5,890.1,28777.93131967561
512,1232.0,890.1,28782.052598699775
513,1232.5,890.1,28786.173465161373
514,1233.0,890.1,28790.2939226655
515,1233.5,890.1,28794.41397425645
516,1234.0,838.2,28798.533623628868
517,1234.5,890.1,28802.65287419237
518,1235.0,890.1,28806.771729278247
519,1235.5,890.1,28810.890192326744
520,1236.0,890.1,28815.008266640536
521,1236.5,890.1,28819.125955933116
522,1237.0,890.1,28823.243263335447
523,1237.5,890.1,28827.360192307602
524,1238.0,864.1,28831.476746539385
525,1238.5,890.1,28835.59292915011
526,1239.0,864.1,28839.708743824653
527,1239.5,890.1,28843.824193858807
528,124.0,890.1,6394.267136319473
529,124.5,890.2,6421.825784426344
530,1240.0,864.1,28847.939282774998
531,1240.5,890.1,28852.054013924768
532,1241.0,890.1,28856.168390807998
533,1241.5,864.1,28860.28241691228
534,1242.0,890.1,28864.396095763554
535,1242.5,890.1,28868.50943060742
536,1243.0,864.1,28872.62242506311
537,1243.5,864.1,28876.735082489307
538,1244.0,890.1,28880.84740649595
539,1244.5,838.2,28884.95940065323
540,1245.0,890.1,28889.071067922738
541,1245.5,890.1,28893.182412456277
542,1246.0,864.1,28897.29343722518
543,1246.5,838.2,28901.40414598195
544,1247.0,890.1,28905.514542099907
545,1247.5,890.1,28909.62462923383
546,1248.0,890.1,28913.7344106758
547,1248.5,890.1,28917.84388998673
548,1249.0,838.2,28921.953070836025
549,1249.5,838.2,28926.06195649356
550,125.0,890.2,6449.3793281754715
551,125.5,890.1,6476.927425543829
552,1250.0,864.1,28930.170550549436
553,1250.5,838.2,28934.27885657382
554,1251.0,890.1,28938.386878055342
555,1251.5,890.1,28942.494618577126
556,1252.0,838.2,28946.60208148951
557,1252.5,890.1,28950.70927056119
558,1253.0,838.2,28954.81618902588
559,1253.5,838.2,28958.922840796633
560,1254.0,890.1,28963.02922906642
561,1254.5,838.2,28967.13535755334
562,1255.0,890.1,28971.241229775416
563,1255.5,890.1,28975.34684935508
564,1256.0,890.1,28979.452219815896
565,1256.5,890.1,28983.557344511446
566,1257.0,838.2,28987.662227321285
567,1257.5,838.2,28991.76687160936
568,1258.0,838.2,28995.871281039996
569,1258.5,838.2,28999.975459024747
570,1259.0,864.1,29004.079409427355
571,1259.5,890.1,29008.183135692823
572,126.0,890.2,6504.469738104987
573,126.5,890.1,6532.005930080935
574,1260.0,852.3,29012.2866412877
575,1260.5,864.1,29016.38993001556
576,1261.0,864.1,29020.493005381173
577,1261.5,864.1,29024.595870805584
578,1262.0,864.1,29028.698530227077
579,1262.5,864.1,29032.800986981623
580,1263.0,852.3,29036.903244924906
581,1263.5,864.1,29041.00530753681
582,1264.0,864.1,29045.10717821856
583,1264.5,864.1,29049.20886095262
584,1265.0,864.1,29053.310359125473
585,1265.5,864.1,29057.411676638225
586,1266.0,864.1,29061.512816854047
587,1266.5,864.1,29065.613783610796
588,1267.0,864.1,29069.71458042966
589,1267.5,852.3,29073.815210983044
590,1268.0,864.1,29077.915678933998
591,1268.5,864.1,29082.015988015723
592,1269.0,864.1,29086.11614176467
593,1269.5,864.1,29090.216144016813
594,127.0,890.1,6559.535669105677
595,127.5,890.3,6587.0586256272
596,1270.0,864.1,29094.31599819762
597,1270.5,864.1,29098.41570827559
598,1271.0,864.1,29102.515277695347
599,1271.5,852.3,29106.61471028852
600,1272.0,864.1,29110.714009626332
601,1272.5,864.1,29114.81317953114
602,1273.0,852.3,29118.91222370183
603,1273.5,852.3,29123.011145739005
604,1274.0,852.3,29127.109949429487
605,1274.5,852.3,29131.208638426182
606,1275.0,838.2,29135.307216594927
607,1275.5,838.2,29139.405687461425
608,1276.0,864.1,29143.504054823854
609,1276.5,864.1,29147.602322552997
610,1277.0,890.1,29151.700494141678
611,1277.5,864.1,29155.79857357132
612,1278.0,852.3,29159.896564497903
613,1278.5,838.2,29163.9944705567
614,1279.0,838.2,29168.092295727864
615,1279.5,852.3,29172.190043677318
616,128.0,890.3,6614.574473193577
617,128.5,890.1,6642.0828882156065
618,1280.0,838.2,29176.287718101907
619,1280.5,838.2,29180.385322815862
620,1281.0,838.2,29184.482861646942
621,1281.5,838.2,29188.58033846233
622,1282.0,838.2,29192.67775682147
623,1282.5,838.2,29196.775120633825
624,1283.0,838.2,29200.872433766843
625,1283.5,838.2,29204.969699879675
626,1284.0,838.2,29209.06692288775
627,1284.5,838.2,29213.164106662287
628,1285.0,890.1,29217.261254943176
629,1285.5,890.1,29221.358371583134
630,1286.0,838.2,29225.455460351888
631,1286.5,838.2,29229.552525130966
632,1287.0,838.2,29233.649569693003
633,1287.5,838.2,29237.746598055786
634,1288.0,838.2,29241.843613916404
635,1288.5,838.2,29245.94062129298
636,1289.0,838.2,29250.037623849847
637,1289.5,864.1,29254.13462553643
638,129.0,890.1,6669.583550162139
639,129.5,852.3,6697.076141769364
640,1290.0,864.1,29258.231630397095
641,1290.5,852.3,29262.32864191461
642,1291.0,838.2,29266.42566441437
643,1291.5,838.2,29270.522701552203
644,1292.0,852.3,29274.61975731857
645,1292.5,864.1,29278.71683549281
646,1293.0,852.3,29282.813939987973
647,1293.5,852.3,29286.91107494658
648,1294.0,838.2,29291.00824406208
649,1294.5,838.2,29295.105451400825
650,1295.0,838.2,29299.202700960064
651,1295.5,852.3,29303.29999637105
652,1296.0,838.2,29307.3973417002
653,1296.5,838.2,29311.494741065148
654,1297.0,838.2,29315.59219833644
655,1297.5,838.2,29319.689717441215
656,1298.0,838.2,29323.78730218097
657,1298.5,838.2,29327.884956945272
658,1299.0,838.2,29331.982685338564
659,1299.5,838.2,29336.080491716497
660,130.0,852.3,6724.560348106503
661,130.5,890.1,6752.035857887357
662,1300.0,838.2,29340.17837955854
663,1300.5,838.2,29344.276353307683
664,1301.0,838.2,29348.374416807954
665,1301.5,838.2,29352.47257406581
666,1302.0,838.2,29356.57082919573
667,1302.5,838.2,29360.669185992392
668,1303.0,890.1,29364.76764863197
669,1303.5,864.1,29368.866221269585
670,1304.0,852.3,29372.964907886773
671,1304.5,838.2,29377.06371229561
672,1305.0,852.3,29381.162638816306
673,1305.5,852.3,29385.261691436608
674,1306.0,852.3,29389.360874188667
675,1306.5,864.1,29393.4601912139
676,1307.0,838.2,29397.559646622452
677,1307.5,838.2,29401.659244336348
678,1308.0,838.2,29405.758988605277
679,1308.5,838.2,29409.858883342982
680,1309.0,838.2,29413.958933062782
681,1309.5,838.2,29418.059141458434
682,131.0,890.3,6779.502361913388
683,131.5,852.2,6806.959554570657
684,1310.0,838.2,29422.159512884078
685,1310.5,864.1,29426.26005121602
686,1311.0,838.2,29430.3607610318
687,1311.5,838.2,29434.46164601347
688,1312.0,838.2,29438.56271061321
689,1312.5,838.2,29442.663958790617
690,1313.0,838.2,29446.76539477603
691,1313.5,838.2,29450.867022831255
692,1314.0,890.1,29454.96884715866
693,1314.5,838.2,29459.07087160713
694,1315.0,838.2,29463.173100912747
695,1315.5,838.2,29467.27553883264
696,1316.0,838.2,29471.378189683976
697,1316.5,890.1,29475.481057719007
698,1317.0,838.2,29479.584147117494
699,1317.5,838.2,29483.68746215946
700,1318.0,838.2,29487.791007147174
701,1318.5,838.2,29491.89478610676
702,1319.0,838.2,29495.998803473743
703,1319.5,838.2,29500.103063455885
704,132.0,852.2,6834.407132834538
705,132.5,890.1,6861.844796635917
706,1320.0,890.1,29504.207570293765
707,1320.5,838.2,29508.312328234464
708,1321.0,838.2,29512.41734158374
709,1321.5,838.2,29516.52261472455
710,1322.0,864.1,29520.628151878893
711,1322.5,864.1,29524.73395705147
712,1323.0,864.1,29528.840035192596
713,1323.5,890.1,29532.946390090034
714,1324.0,890.1,29537.05302617313
715,1324.5,864.1,29541.159947853306
716,1325.0,864.1,29545.267159480765
717,1325.5,864.1,29549.374665401538
718,1326.0,864.1,29553.482469955627
719,1326.5,864.1,29557.59057747057
720,1327.0,864.1,29561.698992326757
721,1327.5,838.2,29565.807718882035
722,1328.0,864.1,29569.916761593253
723,1328.5,838.2,29574.026124798645
724,1329.0,890.1,29578.13581279899
725,1329.5,864.1,29582.24583031677
726,133.0,890.1,6889.272248526538
727,133.5,890.1,6916.689194153337
728,1330.0,890.1,29586.356181416548
729,1330.5,864.1,29590.46687066315
730,1331.0,890.1,29594.577902683577
731,1331.5,864.1,29598.689281593244
732,1332.0,864.1,29602.801012029966
733,1332.5,864.1,29606.913098404097
734,1333.0,864.1,29611.02554528222
735,1333.5,838.2,29615.138356901803
736,1334.0,890.1,29619.251538012028
737,1334.5,890.1,29623.365092929023
