,frequência,local,magnitude
109,1049.5,890.3,27292.055515121305
110,105.0,852.3,5430.372244908358
111,105.5,838.2,5458.1540825087695
112,1050.0,890.3,27296.50867947756
113,1050.5,890.2,27300.960260971457
114,1051.0,890.2,27305.410262815938
115,1051.5,890.3,27309.85868867368
116,1052.0,890.3,27314.30554189336
117,1052.5,890.2,27318.75082613249
118,1053.0,890.2,27323.194544685233
119,1053.5,890.2,27327.636701085055
120,1054.0,890.2,27332.077298806213
121,1054.5,890.2,27336.51634136625
122,1055.0,890.2,27340.95383213952
123,1055.5,890.2,27345.389774521547
124,1056.0,890.2,27349.82417199767
125,1056.5,890.2,27354.257028344295
126,1057.0,890.2,27358.688346512186
127,1057.5,890.2,27363.118130268012
128,1058.0,890.2,27367.546382822682
129,1058.5,890.2,27371.973107866736
130,1059.0,890.3,27376.398308736945
131,1059.5,890.2,27380.821988795684
132,106.0,852.2,5485.945469506334
133,106.5,864.1,5513.74592619948
134,1060.0,890.2,27385.244151523137
135,1060.5,890.3,27389.664800444323
136,1061.0,890.2,27394.08393880155
137,1061.5,890.3,27398.501570157572
138,1062.0,890.2,27402.91769779533
139,1062.5,890.2,27407.332325416828
140,1063.0,890.2,27411.745456131783
141,1063.5,838.2,27416.15709351604
142,1064.0,890.2,27420.567240897708
143,1064.5,890.2,27424.97590172093
144,1065.0,890.1,27429.383079415467
145,1065.5,890.2,27433.788777411024
146,1066.0,890.2,27438.192998993796
147,1066.5,890.1,27442.595747570816
148,1067.0,890.1,27446.997026598412
149,1067.5,864.1,27451.396839523393
150,1068.0,890.3,27455.795189684435
151,1068.5,890.2,27460.192080531862
152,1069.0,890.2,27464.5875152593
153,1069.5,890.2,27468.981497373188
154,107.0,852.3,5541.5549773026305
155,107.5,864.1,5569.372150906977
156,1070.0,890.2,27473.37403042547
157,1070.5,890.2,27477.765117398576
158,1071.0,890.2,27482.154762085593
159,1071.5,890.2,27486.54296761185
160,1072.0,890.3,27490.92973733774
161,1072.5,890.2,27495.315074653816
162,1073.0,890.2,27499.698983094575
163,1073.5,890.2,27504.081465846986
164,1074.0,890.3,27508.462526332376
165,1074.5,890.3,27512.842167889772
166,1075.0,890.2,27517.220393960346
167,1075.5,890.3,27521.597207775543
168,1076.0,890.2,27525.972612745965
169,1076.5,890.2,27530.346612226695
170,1077.0,890.2,27534.71920958017
171,1077.5,890.2,27539.090407980253
172,1078.0,890.2,27543.46021117005
173,1078.5,890.2,27547.828622149344
174,1079.0,890.2,27552.19564433898
175,1079.5,852.3,27556.56128099482
176,108.0,890.3,5597.196979190147
177,108.5,864.1,5625.028998734146
178,1080.0,890.1,27560.925535629674
179,1080.5,890.2,27565.288411541806
180,1081.0,890.2,27569.64991187696
181,1081.5,890.2,27574.010040265795
182,1082.0,890.2,27578.36879981896
183,1082.5,838.2,27582.726193860086
184,1083.0,890.2,27587.08222578052
185,1083.5,890.2,27591.43689888391
186,1084.0,838.2,27595.79021653173
187,1084.5,838.2,27600.14218196802
188,1085.0,838.2,27604.492798557054
189,1085.5,864.1,27608.8420694954
190,1086.0,838.2,27613.189998354705
191,1086.5,838.2,27617.536588216535
192,1087.0,864.1,27621.881842387502
193,1087.5,864.1,27626.225764305567
194,1088.0,838.2,27630.56835720106
195,1088.5,864.1,27634.909624316067
196,1089.0,864.1,27639.249569020918
197,1089.5,838.2,27643.588194605847
198,109.0,838.2,5652.867749303301
199,109.5,890.3,5680.712774675794
200,1090.0,890.2,27647.92550442625
201,1090.5,890.1,27652.261501672318
202,1091.0,838.2,27656.596189564178
203,1091.5,838.2,27660.92957161892
204,1092.0,864.1,27665.261651025095
205,1092.5,890.1,27669.59243102479
206,1093.0,838.2,27673.92191495705
207,1093.5,838.2,27678.25010607379
208,1094.0,864.1,27682.577007602
209,1094.5,864.1,27686.902622929407
210,1095.0,890.2,27691.226955190214
211,1095.5,838.2,27695.550007840626
212,1096.0,890.2,27699.871784122526
213,1096.5,838.2,27704.192287076912
214,1097.0,864.1,27708.511520201446
215,1097.5,890.2,27712.829486741975
216,1098.0,864.1,27717.14619002306
217,1098.5,838.2,27721.46163307639
218,1099.0,890.2,27725.775819392187
219,1099.5,890.2,27730.088752159685
220,110.0,838.2,5708.563622782869
221,110.5,890.3,5736.419844960543
222,1100.0,890.2,27734.400434646523
223,1100.5,890.1,27738.71087004147
224,1101.0,890.1,27743.020061654835
225,1101.5,890.1,27747.328012801936
226,1102.0,864.1,27751.634726612214
227,1102.5,890.1,27755.940206525538
228,1103.0,890.3,27760.244455464443
229,1103.5,890.3,27764.547477052118
230,1104.0,890.2,27768.849274380245
231,1104.5,890.1,27773.14985060044
232,1105.0,890.1,27777.44920904732
233,1105.5,890.2,27781.74735308991
234,1106.0,838.2,27786.044285782864
235,1106.5,890.2,27790.340010462714
236,1107.0,890.2,27794.634530214313
237,1107.5,890.1,27798.927848446092
238,1108.0,838.2,27803.219968439847
239,1108.5,838.2,27807.510893260507
240,1109.0,852.3,27811.800626369888
241,1109.5,864.1,27816.089170572126
242,111.0,864.1,5764.280996668125
243,111.5,864.1,5792.146636617909
244,1110.0,890.1,27820.376529545745
245,1110.5,864.1,27824.662706345844
246,1111.0,864.1,27828.94770426816
247,1111.5,890.2,27833.231526431537
248,1112.0,890.1,27837.514176010656
249,1112.5,890.1,27841.795656516108
250,1113.0,864.1,27846.075970929567
251,1113.5,838.2,27850.35512247246
252,1114.0,838.2,27854.633114549768
253,1114.5,890.1,27858.909950114146
254,1115.0,838.2,27863.185632590597
255,1115.5,864.1,27867.460165266937
256,1116.0,838.2,27871.73355107568
257,1116.5,838.2,27876.005793435957
258,1117.0,838.2,27880.27689548355
259,1117.5,864.1,27884.546860496444
260,1118.0,852.3,27888.815691632102
261,1118.5,864.1,27893.083392221564
262,1119.0,890.1,27897.349965283815
263,1119.5,852.3,27901.615414181306
264,112.0,864.1,5820.016327952526
265,112.5,890.1,5847.889636842546
266,1120.0,890.1,27905.87974191935
267,1120.5,890.1,27910.142952043574
268,1121.0,890.1,27914.405047432672
269,1121.5,852.3,27918.66603157665
270,1122.0,890.1,27922.925907359222
271,1122.5,852.2,27927.18467822654
272,1123.0,890.1,27931.442347350305
273,1123.5,864.1,27935.698917877067
274,1124.0,852.3,27939.95439293403
275,1124.5,852.3,27944.208775894807
276,1125.0,864.1,27948.462069848178
277,1125.5,852.3,27952.71427798698
278,1126.0,864.1,27956.96540361831
279,1126.5,864.1,27961.215449786454
280,1127.0,852.3,27965.464419761305
281,1127.5,852.3,27969.712316710284
282,1128.0,864.1,27973.95914402222
283,1128.5,852.3,27978.204904525446
284,1129.0,890.2,27982.449601593788
285,1129.5,838.2,27986.693238542957
286,113.0,890.3,5875.766133444479
287,113.5,890.2,5903.6453918981915
288,1130.0,838.2,27990.935818454876
289,1130.5,890.1,27995.177344444117
290,1131.0,890.1,27999.417819802744
291,1131.5,890.1,28003.657247729454
292,1132.0,852.3,28007.895631315034
293,1132.5,890.1,28012.132973736734
294,1133.0,890.1,28016.36927829554
295,1133.5,890.1,28020.604548133848
296,1134.0,838.2,28024.838786500233
297,1134.5,890.1,28029.07199644344
298,1135.0,890.1,28033.304181217274
299,1135.5,890.1,28037.535344051204
300,1136.0,890.1,28041.765488021716
301,1136.5,890.1,28045.994616326705
302,1137.0,890.1,28050.222732223767
303,1137.5,890.1,28054.44983888848
304,1138.0,890.1,28058.67593949437
305,1138.5,890.1,28062.90103713899
306,1139.0,890.1,28067.125135215956
307,1139.5,890.2,28071.348236553058
308,114.0,890.3,5931.5269892546585
309,114.5,890.1,5959.410506757813
310,1140.0,890.1,28075.570344521573
311,1140.5,890.3,28079.791462460285
312,1141.0,890.1,28084.011593219424
313,1141.5,890.3,28088.230740348383
314,1142.0,890.1,28092.448906641454
315,1142.5,852.3,28096.666095551318
316,1143.0,890.1,28100.882310191926
317,1143.5,890.3,28105.09755353529
318,1144.0,890.3,28109.31182914144
319,1144.5,890.3,28113.52513992867
320,1145.0,890.1,28117.737488979772
321,1145.5,890.1,28121.948879717722
322,1146.0,890.1,28126.159315218505
323,1146.5,890.1,28130.36879858425
324,1147.0,890.3,28134.577333049347
325,1147.5,890.1,28138.784921774324
326,1148.0,890.1,28142.991568093566
327,1148.5,890.1,28147.197274940267
328,1149.0,890.1,28151.40204551732
329,1149.5,890.3,28155.605883027525
330,115.0,838.2,5987.295529092146
331,115.5,890.1,6015.181644458684
332,1150.0,890.3,28159.808790808416
333,1150.5,890.1,28164.010771854915
334,1151.0,890.3,28168.211829332457
335,1151.5,890.1,28172.411966539854
336,1152.0,890.1,28176.61118655929
337,1152.5,890.1,28180.809492501237
338,1153.0,890.1,28185.006887691507
339,1153.5,890.3,28189.203375151996
340,1154.0,890.1,28193.398958151516
341,1154.5,890.1,28197.5936397892
342,1155.0,890.1,28201.787423373924
343,1155.5,890.1,28205.980311927662
344,1156.0,890.1,28210.17230864128
345,1156.5,890.1,28214.36341687358
346,1157.0,890.3,28218.55363954393
347,1157.5,890.1,28222.74297999553
348,1158.0,890.1,28226.931441238772
349,1158.5,890.1,28231.119026586075
350,1159.0,890.1,28235.305739162748
351,1159.5,890.1,28239.491582213213
352,116.0,890.1,6043.068444537958
353,116.5,890.1,6070.955524884938
354,1160.0,890.1,28243.676558723117
355,1160.5,890.1,28247.86067204602
356,1161.0,890.1,28252.04392533892
357,1161.5,890.1,28256.22632159042
358,1162.0,890.1,28260.407864266108
359,1162.5,890.1,28264.58855630867
360,1163.0,890.1,28268.768400975863
361,1163.5,890.1,28272.947401368274
362,1164.0,890.1,28277.125560763132
363,1164.5,890.1,28281.30288244668
364,1165.0,890.2,28285.479369142187
365,1165.5,890.1,28289.655024659536
366,1166.0,890.1,28293.829851641818
367,1166.5,890.1,28298.003853442326
368,1167.0,890.1,28302.177033386717
369,1167.5,890.1,28306.349394395005
370,1168.0,890.1,28310.52093977102
371,1168.5,890.1,28314.691672869605
372,1169.0,890.1,28318.861596524246
373,1169.5,890.1,28323.030714076733
374,117.0,890.1,6098.842484031517
375,117.5,890.1,6126.728924879585
376,1170.0,890.1,28327.199028711046
377,1170.5,890.1,28331.366543695953
378,1171.0,890.3,28335.533262141613
379,1171.5,890.1,28339.699187164548
380,1172.0,890.1,28343.864321787387
381,1172.5,890.1,28348.028669607673
382,1173.0,838.2,28352.192233498114
383,1173.5,890.3,28356.355016894995
384,1174.0,890.3,28360.517022648197
385,1174.5,890.1,28364.678254136164
386,1175.0,890.1,28368.838714606547
387,1175.5,890.1,28372.998407021547
388,1176.0,890.1,28377.157334876047
389,1176.5,890.1,28381.315500987836
390,1177.0,890.1,28385.47290879285
391,1177.5,890.1,28389.629561477726
392,1178.0,890.1,28393.7854621003
393,1178.5,890.1,28397.94061397379
394,1179.0,890.1,28402.09502030512
395,1179.5,890.1,28406.248684111295
396,118.0,890.1,6154.6144524836545
397,118.5,890.1,6182.498676719675
398,1180.0,890.1,28410.401608741653
399,1180.5,890.1,28414.553797350392
400,1181.0,890.1,28418.705253002892
401,1181.5,890.1,28422.855979085078
402,1182.0,890.1,28427.00597875442
403,1182.5,890.1,28431.15525502656
404,1183.0,890.1,28435.30381126805
405,1183.5,890.1,28439.451650815427
406,1184.0,890.1,28443.598776418326
407,1184.5,890.1,28447.74519183372
408,1185.0,890.1,28451.890899805047
409,1185.5,890.1,28456.03590369374
410,1186.0,890.1,28460.180206743844
411,1186.5,890.1,28464.32381212317
412,1187.0,890.1,28468.466723028698
413,1187.5,890.1,28472.608942746534
414,1188.0,890.3,28476.750474258763
415,1188.5,890.1,28480.891321124473
416,1189.0,890.1,28485.031486201733
417,1189.5,890.1,28489.170972836397
418,119.0,890.1,6210.381209791243
419,119.5,890.1,6238.261668191491
420,1190.0,890.1,28493.309784264184
421,1190.5,890.1,28497.447923740532
422,1191.0,890.1,28501.585394400365
423,1191.5,890.1,28505.722199422802
424,1192.0,890.1,28509.85834219167
425,1192.5,890.1,28513.99382573351
426,1193.0,890.1,28518.128653243588
427,1193.5,890.1,28522.262828136587
428,1194.0,890.1,28526.396353457112
429,1194.5,890.1,28530.52923252653
430,1195.0,890.1,28534.661468580678
431,1195.5,890.1,28538.79306477383
432,1196.0,890.1,28542.924024270054
433,1196.5,890.1,28547.05435053282
434,1197.0,890.1,28551.18404653491
435,1197.5,890.1,28555.313115589808
436,1198.0,890.1,28559.441561067317
437,1198.5,890.1,28563.56938592831
438,1199.0,890.1,28567.696593653072
439,1199.5,890.1,28571.823187386573
440,120.0,890.1,6266.139671266607
441,120.5,890.1,6294.01484167387
442,1200.0,890.1,28575.94917035522
443,1200.5,890.1,28580.074545737625
444,1201.0,890.1,28584.199316786395
445,1201.5,890.1,28588.32348684913
446,1202.0,890.1,28592.447059120987
447,1202.5,890.1,28596.570036741003
448,1203.0,890.1,28600.69242312217
449,1203.5,890.1,28604.8142214642
450,1204.0,864.1,28608.93543488903
451,1204.5,890.1,28613.05606679238
452,1205.0,890.1,28617.176120403357
453,1205.5,890.1,28621.29559881089
454,1206.0,890.3,28625.41450544291
455,1206.5,890.1,28629.532843633966
456,1207.0,890.1,28633.65061635227
457,1207.5,890.1,28637.76782713059
458,1208.0,890.1,28641.884479158976
459,1208.5,890.1,28646.000575584
460,1209.0,890.1,28650.116119740847
461,1209.5,890.1,28654.231114967315
462,121.0,890.1,6321.886805928861
463,121.5,890.2,6349.75519318309
464,1210.0,890.1,28658.34556441056
465,1210.5,864.1,28662.45947146515
466,1211.0,890.1,28666.57283931648
467,1211.5,890.1,28670.68567125798
468,1212.0,890.1,28674.797970503892
469,1212.5,890.1,28678.9097405476
470,1213.0,890.1,28683.020984442166
471,1213.5,890.1,28687.13170550047
472,1214.0,890.1,28691.24190708776
473,1214.5,890.1,28695.351592504067
474,1215.0,890.1,28699.460764935597
475,1215.5,890.1,28703.569427681257
476,1216.0,890.1,28707.677584146237
477,1216.5,864.1,28711.78523744148
478,1217.0,890.1,28715.892391050034
479,1217.5,890.1,28719.99904827327
480,1218.0,890.1,28724.105212216404
481,1218.5,890.1,28728.210886420977
482,1219.0,890.1,28732.31607389826
483,1219.5,890.1,28736.42077820033
484,122.0,890.1,6377.619636689077
485,122.5,890.1,6405.479772158605
486,1220.0,890.1,28740.525002606297
487,1220.5,890.1,28744.628750344276
488,1221.0,890.1,28748.732024718174
489,1221.5,890.1,28752.83482909623
490,1222.0,890.1,28756.93716684946
491,1222.5,890.1,28761.039041130553
492,1223.0,890.1,28765.140455357734
493,1223.5,890.1,28769.24141305747
494,1224.0,890.1,28773.34191717509
495,1224.5,890.1,28777.44197135672
496,1225.0,890.1,28781.541578743025
497,1225.5,890.1,28785.640742596865
498,1226.0,890.1,28789.739466568415
499,1226.5,890.1,28793.83775372213
500,1227.0,890.1,28797.935607530366
501,1227.5,890.3,28802.033031246592
502,1228.0,890.1,28806.13002838513
503,1228.5,890.1,28810.226601928458
504,1229.0,890.1,28814.322755718553
505,1229.5,890.1,28818.418492833305
506,123.0,890.2,6433.335239446846
507,123.5,890.2,6461.185680737868
508,1230.0,890.1,28822.513816490227
509,1230.5,890.1,28826.60873040956
510,1231.0,890.1,28830.703237680274
511,1231.5,890.1,28834.797341740632
512,1232.0,890.1,28838.8910459934
513,1232.5,890.1,28842.98435374586
514,1233.0,890.1,28847.077268464094
515,1233.5,890.1,28851.169793406
516,1234.0,890.1,28855.261931981982
517,1234.5,890.1,28859.353687689716
518,1235.0,890.1,28863.445063777464
519,1235.5,864.1,28867.536063702973
520,1236.0,890.1,28871.626690688652
521,1236.5,890.1,28875.716948465724
522,1237.0,890.1,28879.806840070723
523,1237.5,864.1,28883.8963690342
524,1238.0,890.1,28887.985538893296
525,1238.5,864.1,28892.07435286333
526,1239.0,890.1,28896.16281445722
527,1239.5,890.1,28900.250927032543
528,124.0,890.1,6489.030742329627
529,124.5,890.2,6516.870072904663
530,1240.0,890.1,28904.338694027003
531,1240.5,890.1,28908.426118773797
532,1241.0,890.1,28912.513204940482
533,1241.5,890.1,28916.599955551923
534,1242.0,890.1,28920.686374338013
535,1242.5,890.1,28924.772464667883
536,1243.0,890.1,28928.858229992475
537,1243.5,890.1,28932.943673523638
538,1244.0,864.1,28937.028798927768
539,1244.5,864.1,28941.113609765816
540,1245.0,864.1,28945.198109048517
541,1245.5,890.1,28949.282300640214
542,1246.0,864.1,28953.366187830627
543,1246.5,864.1,28957.449773897126
544,1247.0,864.1,28961.533062662813
545,1247.5,864.1,28965.616057284056
546,1248.0,864.1,28969.69876131153
547,1248.5,838.2,28973.781178244324
548,1249.0,838.2,28977.863311584664
549,1249.5,838.2,28981.94516475358
550,125.0,890.2,6544.70332513452
551,125.5,890.2,6572.530154453118
552,1250.0,864.1,28986.026741192178
553,1250.5,864.1,28990.108044377444
554,1251.0,838.2,28994.18907786393
555,1251.5,838.2,28998.269845212646
556,1252.0,838.2,29002.350349642147
557,1252.5,890.1,29006.43059484871
558,1253.0,838.2,29010.510584333737
559,1253.5,890.1,29014.59032156698
560,1254.0,890.1,29018.66981002006
561,1254.5,864.1,29022.74905312142
562,1255.0,838.2,29026.82805461404
563,1255.5,864.1,29030.90681785577
564,1256.0,890.1,29034.985346421094
565,1256.5,838.2,29039.063643649955
566,1257.0,890.1,29043.141713349934
567,1257.5,864.1,29047.219558885405
568,1258.0,890.1,29051.297183720057
569,1258.5,864.1,29055.374591564865
570,1259.0,838.2,29059.45178608666
571,1259.5,890.1,29063.528770425593
572,126.0,890.3,6600.350219161555
573,126.5,890.3,6628.163181203173
574,1260.0,890.1,29067.605548308533
575,1260.5,890.1,29071.68212346392
576,1261.0,890.1,29075.758499225936
577,1261.5,890.1,29079.83467920704
578,1262.0,890.1,29083.910667022083
579,1262.5,890.1,29087.98646625035
580,1263.0,864.1,29092.062080346695
581,1263.5,890.1,29096.137513150807
582,1264.0,890.1,29100.212767858
583,1264.5,838.2,29104.28784828323
584,1265.0,838.2,29108.362757959057
585,1265.5,838.2,29112.43750056186
586,1266.0,838.2,29116.51207979972
587,1266.5,838.2,29120.5864989237
588,1267.0,838.2,29124.66076172589
589,1267.5,838.2,29128.734871864963
590,1268.0,838.2,29132.808832786395
591,1268.5,838.2,29136.8826484602
592,1269.0,838.2,29140.956322109836
593,1269.5,838.2,29145.0298574834
594,127.0,890.3,6655.968705543375
595,127.5,890.3,6683.7664600896405
596,1270.0,838.2,29149.10325840656
597,1270.5,864.1,29153.176528233198
598,1271.0,838.2,29157.249670693414
599,1271.5,864.1,29161.322689586705
600,1272.0,864.1,29165.395588418232
601,1272.5,864.1,29169.468370737424
602,1273.0,864.1,29173.541040468725
603,1273.5,852.3,29177.613601062403
604,1274.0,864.1,29181.68605639551
605,1274.5,864.1,29185.758409819726
606,1275.0,864.1,29189.83066526728
607,1275.5,864.1,29193.90282627728
608,1276.0,864.1,29197.974896713386
609,1276.5,852.3,29202.046880060003
610,1277.0,864.1,29206.11878017258
611,1277.5,864.1,29210.190600561666
612,1278.0,864.1,29214.262345087238
613,1278.5,864.1,29218.334017451718
614,1279.0,864.1,29222.405621304068
615,1279.5,852.3,29226.47716039277
616,128.0,890.3,6711.556115855491
617,128.5,890.3,6739.337347032758
618,1280.0,852.3,29230.548638367833
619,1280.5,864.1,29234.620059203913
620,1281.0,864.1,29238.691426295143
621,1281.5,864.1,29242.762743579882
622,1282.0,864.1,29246.834014841534
623,1282.5,852.3,29250.90524355984
624,1283.0,852.3,29254.976433815722
625,1283.5,864.1,29259.04758914015
626,1284.0,864.1,29263.118713378786
627,1284.5,864.1,29267.189810306176
628,1285.0,838.2,29271.260883742532
629,1285.5,852.3,29275.331937401483
630,1286.0,864.1,29279.402974974753
631,1286.5,864.1,29283.474000374168
632,1287.0,838.2,29287.54501731528
633,1287.5,864.1,29291.616029734407
634,1288.0,864.1,29295.6870411472
635,1288.5,864.1,29299.758055792077
636,1289.0,864.1,29303.829077191618
637,1289.5,838.2,29307.90010923712
638,129.0,890.3,6767.109830897491
639,129.5,864.1,6794.873247188577
640,1290.0,864.1,29311.971155552947
641,1290.5,852.3,29316.042220228177
642,1291.0,838.2,29320.113307107575
643,1291.5,838.2,29324.18441995371
644,1292.0,838.2,29328.255562399558
645,1292.5,890.1,29332.32673869921
646,1293.0,864.1,29336.39795229551
647,1293.5,838.2,29340.46920745987
648,1294.0,852.2,29344.540507740352
649,1294.5,852.3,29348.611857191252
650,1295.0,864.1,29352.683259542842
651,1295.5,838.2,29356.75471895031
652,1296.0,838.2,29360.826238890502
653,1296.5,838.2,29364.897823622305
654,1297.0,838.2,29368.969476938342
655,1297.5,838.2,29373.04120260119
656,1298.0,838.2,29377.113004692786
657,1298.5,838.2,29381.184887073072
658,1299.0,838.2,29385.256853784147
659,1299.5,864.1,29389.328908495267
660,130.0,890.1,6822.627279619293
661,130.5,890.1,6850.371614280699
662,1300.0,890.1,29393.401055345614
663,1300.5,838.2,29397.473298237932
664,1301.0,838.2,29401.54564099796
665,1301.5,838.2,29405.618087815797
666,1302.0,838.2,29409.69064246735
667,1302.5,864.1,29413.76330897993
668,1303.0,864.1,29417.83609131849
669,1303.5,864.1,29421.90899338414
670,1304.0,852.3,29425.982019459745
671,1304.5,838.2,29430.05517305998
672,1305.0,838.2,29434.128458593586
673,1305.5,838.2,29438.201879836168
674,1306.0,838.2,29442.275440914596
675,1306.5,838.2,29446.349145722237
676,1307.0,838.2,29450.422998316644
677,1307.5,838.2,29454.497002900127
678,1308.0,838.2,29458.57116335039
679,1308.5,838.2,29462.645483647895
680,1309.0,838.2,29466.71996790756
681,1309.5,838.2,29470.79462022845
682,131.0,864.1,6878.105940126282
683,131.5,852.3,6905.829949517427
684,1310.0,838.2,29474.869444651238
685,1310.5,838.2,29478.94444507068
686,1311.0,864.1,29483.019625904566
687,1311.5,864.1,29487.09499092683
688,1312.0,864.1,29491.170544373374
689,1312.5,838.2,29495.246290375577
690,1313.0,864.1,29499.32223271853
691,1313.5,838.2,29503.398375903842
692,1314.0,838.2,29507.47472386727
693,1314.5,838.2,29511.551280631713
694,1315.0,838.2,29515.62805059576
695,1315.5,838.2,29519.70503758201
696,1316.0,838.2,29523.78224600589
697,1316.5,838.2,29527.859679745743
698,1317.0,890.1,29531.937343177637
699,1317.5,838.2,29536.01524032841
700,1318.0,838.2,29540.0933753394
701,1318.5,838.2,29544.171752561964
702,1319.0,864.1,29548.250376015836
703,1319.5,864.1,29552.32924996672
704,132.0,890.3,6933.543337322261
705,132.5,890.1,6961.2458015770835
706,1320.0,864.1,29556.408378466742
707,1320.5,838.2,29560.48776594234
708,1321.0,864.1,29564.56741655163
709,1321.5,864.1,29568.647334375182
710,1322.0,864.1,29572.72752361193
711,1322.5,864.1,29576.807988654255
712,1323.0,864.1,29580.888733743504
713,1323.5,864.1,29584.969763001114
714,1324.0,864.1,29589.051080617162
715,1324.5,864.1,29593.132691072235
716,1325.0,864.1,29597.21459851729
717,1325.5,864.1,29601.296807228522
718,1326.0,864.1,29605.379321484674
719,1326.5,864.1,29609.46214548685
720,1327.0,864.1,29613.54528365838
721,1327.5,864.1,29617.62874041843
722,1328.0,838.2,29621.71251969876
723,1328.5,890.1,29625.796626166117
724,1329.0,890.1,29629.881063974117
725,1329.5,838.2,29633.965837571785
726,133.0,890.1,6988.937043122456
727,133.5,890.3,7016.616765844073
728,1330.0,890.1,29638.050951248024
729,1330.5,890.1,29642.136409147355
730,1331.0,838.2,29646.222216030088
731,1331.5,864.1,29650.30837596049
732,1332.0,864.1,29654.39489331902
733,1332.5,864.1,29658.481772639927
734,1333.0,890.1,29662.56901828509
735,1333.5,890.1,29666.656634568124
736,1334.0,890.1,29670.74462584034
737,1334.5,890.1,29674.83299662481
738,1335.0,890.1,29678.921751262238
